timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-26 00:07:00,person,2,0.87,truck,3,0.75,stop sign,3,0.65
2025-04-26 21:01:00,traffic light,5,0.56,bus,1,0.8,,,
2025-04-26 10:16:00,person,3,0.69,stop sign,2,1.0,,,
2025-04-26 05:20:00,car,2,0.57,dog,5,0.57,bus,3,0.91
2025-04-26 21:02:00,truck,5,0.58,traffic light,2,0.94,car,4,0.54
2025-04-26 10:26:00,bus,2,0.99,cat,2,0.86,dog,1,0.5
2025-04-26 19:36:00,bicycle,3,0.65,person,4,0.53,cat,2,0.89
2025-04-26 06:59:00,bus,3,0.6,dog,1,0.64,cat,3,0.79
2025-04-26 07:41:00,cat,5,0.6,dog,5,0.8,,,
2025-04-26 12:54:00,bus,5,0.95,,,,,,
