timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-03 06:33:00,dog,2,0.63,,,,,,
2025-05-03 17:15:00,bus,5,0.73,traffic light,1,0.8,,,
2025-05-03 21:21:00,car,4,0.82,,,,,,
2025-05-03 07:45:00,dog,4,0.86,motorcycle,3,0.63,cat,3,0.89
2025-05-03 23:17:00,cat,5,0.89,dog,5,0.92,,,
2025-05-03 09:29:00,bicycle,3,0.57,stop sign,2,0.8,,,
2025-05-03 10:30:00,person,4,0.56,bicycle,3,0.96,,,
2025-05-03 19:29:00,truck,4,0.83,person,5,0.68,,,
2025-05-03 16:02:00,bicycle,3,0.59,,,,,,
2025-05-03 06:55:00,bicycle,1,0.94,truck,2,0.96,,,
