timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-27 18:01:00,cat,1,0.72,motorcycle,2,0.7,,,
2025-04-27 09:57:00,stop sign,1,0.98,truck,5,0.93,person,2,0.66
2025-04-27 03:43:00,cat,5,0.85,truck,4,0.84,bicycle,1,0.95
2025-04-27 07:36:00,person,1,0.78,bus,5,0.87,,,
2025-04-27 13:10:00,stop sign,2,0.73,truck,5,0.63,person,4,0.86
2025-04-27 00:11:00,bus,1,0.75,,,,,,
2025-04-27 07:58:00,dog,3,0.59,,,,,,
2025-04-27 18:48:00,truck,2,0.57,dog,2,0.77,,,
2025-04-27 18:26:00,stop sign,4,0.51,person,4,0.99,motorcycle,2,0.59
2025-04-27 23:25:00,person,3,0.96,traffic light,1,0.91,car,1,0.69
