timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-30 22:10:00,dog,3,0.8,truck,3,0.68,traffic light,4,0.68
2025-04-30 03:59:00,cat,2,0.53,truck,4,0.51,dog,2,0.77
2025-04-30 21:19:00,cat,5,0.88,traffic light,2,0.71,,,
2025-04-30 14:04:00,truck,5,0.54,,,,,,
2025-04-30 06:30:00,truck,1,0.98,motorcycle,1,0.65,,,
2025-04-30 18:12:00,dog,5,0.68,bus,4,0.6,,,
2025-04-30 19:52:00,stop sign,4,0.87,,,,,,
2025-04-30 13:43:00,traffic light,5,0.6,bicycle,1,0.58,,,
2025-04-30 06:03:00,cat,4,0.84,bus,1,0.57,truck,3,0.9
2025-04-30 08:30:00,bus,4,0.88,car,1,0.81,,,
