timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-01 23:58:00,dog,3,0.95,cat,3,0.99,,,
2025-05-01 02:28:00,truck,5,0.64,cat,3,0.92,,,
2025-05-01 07:20:00,cat,5,0.67,,,,,,
2025-05-01 07:54:00,bicycle,2,0.82,cat,5,0.79,,,
2025-05-01 06:58:00,traffic light,4,0.56,bicycle,2,0.74,stop sign,2,0.89
2025-05-01 15:31:00,car,5,0.54,,,,,,
2025-05-01 19:07:00,stop sign,1,0.58,bus,4,0.73,,,
2025-05-01 09:06:00,motorcycle,4,0.72,,,,,,
2025-05-01 02:37:00,bus,1,0.85,stop sign,3,0.64,motorcycle,3,0.79
2025-05-01 07:06:00,motorcycle,5,0.91,,,,,,
