timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-01-15 08:46:00,bus,3,0.7,bicycle,3,0.99,,,
2025-01-15 04:56:00,truck,4,0.51,bus,4,0.51,,,
2025-01-15 06:35:00,truck,5,0.66,car,4,0.77,,,
2025-01-15 04:03:00,traffic light,2,0.76,bicycle,5,0.92,,,
2025-01-15 22:47:00,motorcycle,4,0.75,traffic light,5,0.74,,,
2025-01-15 22:22:00,dog,2,0.68,traffic light,4,0.8,stop sign,5,0.99
2025-01-15 09:36:00,motorcycle,5,0.88,,,,,,
2025-01-15 12:15:00,bicycle,1,0.76,,,,,,
2025-01-15 18:33:00,bus,5,0.88,truck,1,0.95,,,
2025-01-15 00:22:00,cat,4,0.63,stop sign,4,0.85,,,
