timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-02-15 06:30:00,person,3,0.99,,,,,,
2025-02-15 05:27:00,dog,5,0.91,bus,5,0.62,,,
2025-02-15 17:52:00,bus,5,0.73,car,1,0.57,,,
2025-02-15 21:47:00,motorcycle,3,0.98,truck,3,0.92,dog,1,0.62
2025-02-15 06:45:00,truck,3,0.87,,,,,,
2025-02-15 02:44:00,cat,3,0.6,,,,,,
2025-02-15 13:35:00,person,4,0.89,traffic light,3,0.71,stop sign,5,0.9
2025-02-15 17:16:00,person,5,0.84,,,,,,
2025-02-15 03:51:00,dog,5,0.86,traffic light,3,0.72,car,2,0.75
2025-02-15 05:04:00,stop sign,1,0.86,,,,,,
