timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-06-15 01:16:00,stop sign,4,0.84,bus,1,0.65,,,
2024-06-15 00:04:00,truck,2,0.51,stop sign,4,0.66,cat,1,0.76
2024-06-15 03:16:00,person,1,0.68,bicycle,2,0.91,,,
2024-06-15 09:29:00,dog,2,1.0,stop sign,1,0.76,traffic light,2,0.87
2024-06-15 21:04:00,cat,1,0.77,truck,1,0.73,,,
2024-06-15 19:14:00,traffic light,4,0.83,bus,4,0.97,,,
2024-06-15 23:13:00,motorcycle,1,0.57,person,5,0.81,traffic light,4,0.67
2024-06-15 06:30:00,traffic light,5,0.67,person,1,0.74,cat,2,0.76
2024-06-15 09:14:00,traffic light,3,1.0,motorcycle,2,0.67,person,3,0.99
2024-06-15 09:02:00,bicycle,5,0.71,car,1,0.89,dog,4,0.88
