timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-12-15 05:45:00,motorcycle,1,0.65,person,5,0.94,,,
2024-12-15 22:46:00,bicycle,3,0.58,,,,,,
2024-12-15 02:14:00,stop sign,3,0.77,motorcycle,1,0.56,,,
2024-12-15 05:54:00,motorcycle,1,0.85,dog,5,0.72,,,
2024-12-15 08:21:00,person,4,0.9,,,,,,
2024-12-15 00:02:00,motorcycle,2,0.82,,,,,,
2024-12-15 23:01:00,truck,2,0.53,bus,5,0.88,,,
2024-12-15 19:00:00,person,4,0.52,traffic light,1,0.65,stop sign,3,0.99
2024-12-15 23:44:00,cat,3,0.82,,,,,,
2024-12-15 22:41:00,truck,2,0.52,,,,,,
