timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-04 09:33:00,cat,2,0.93,bicycle,4,0.84,bus,4,0.59
2025-05-04 19:06:00,motorcycle,5,0.85,cat,2,0.6,,,
2025-05-04 07:10:00,traffic light,2,0.96,car,3,0.95,,,
2025-05-04 00:52:00,truck,2,0.85,cat,3,0.7,dog,5,0.75
2025-05-04 07:16:00,bus,3,0.92,truck,2,0.99,car,5,0.85
2025-05-04 19:54:00,stop sign,1,0.74,,,,,,
2025-05-04 14:43:00,stop sign,2,0.77,,,,,,
2025-05-04 06:31:00,person,1,0.79,,,,,,
2025-05-04 08:22:00,person,3,0.74,stop sign,5,0.9,cat,3,0.94
2025-05-04 21:03:00,person,5,0.95,,,,,,
