timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-25 00:58:00,car,4,0.83,,,,,,
2025-04-25 20:36:00,car,2,0.79,person,3,0.88,,,
2025-04-25 05:34:00,bicycle,5,0.56,car,3,0.62,traffic light,2,0.69
2025-04-25 06:03:00,stop sign,4,0.86,,,,,,
2025-04-25 04:27:00,bicycle,2,0.88,dog,3,0.7,,,
2025-04-25 01:18:00,cat,1,0.95,bicycle,1,0.99,,,
2025-04-25 09:41:00,motorcycle,1,0.94,car,5,0.88,,,
2025-04-25 18:24:00,traffic light,1,0.84,car,2,0.61,bicycle,3,0.63
2025-04-25 20:40:00,bus,1,0.85,stop sign,5,0.78,,,
2025-04-25 03:09:00,cat,1,0.99,stop sign,2,0.92,,,
