timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-04-15 19:07:00,car,2,0.98,traffic light,2,0.72,stop sign,2,0.6
2024-04-15 15:50:00,bicycle,2,0.8,car,5,0.51,motorcycle,2,0.95
2024-04-15 11:09:00,bus,2,0.8,traffic light,2,0.82,,,
2024-04-15 10:25:00,car,4,0.68,cat,1,0.83,,,
2024-04-15 12:17:00,truck,2,0.8,,,,,,
2024-04-15 07:12:00,truck,5,0.96,,,,,,
2024-04-15 18:19:00,traffic light,2,0.52,,,,,,
2024-04-15 02:10:00,person,2,0.87,cat,2,0.93,bus,1,0.61
2024-04-15 13:19:00,dog,4,0.67,motorcycle,5,0.69,cat,1,0.95
2024-04-15 16:54:00,truck,5,0.72,,,,,,
