timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2024-11-15 05:49:00,traffic light,5,0.94,dog,3,0.61,cat,4,0.96
2024-11-15 15:11:00,person,1,0.99,stop sign,1,0.96,,,
2024-11-15 10:30:00,truck,2,0.91,car,1,0.89,,,
2024-11-15 12:35:00,bus,5,0.7,dog,2,0.67,stop sign,2,0.63
2024-11-15 13:16:00,cat,2,0.61,,,,,,
2024-11-15 19:47:00,car,1,0.88,traffic light,4,0.7,cat,4,0.81
2024-11-15 15:55:00,stop sign,5,0.79,,,,,,
2024-11-15 17:37:00,stop sign,4,0.78,truck,4,0.63,,,
2024-11-15 10:14:00,truck,1,0.82,bicycle,2,0.57,person,5,0.88
2024-11-15 07:30:00,cat,3,0.88,truck,1,0.87,bus,2,0.99
