timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-05-07 00:41:00,car,3,0.79,bus,2,0.51,,,
2025-05-07 05:14:00,bicycle,3,0.75,,,,,,
2025-05-07 13:58:00,car,4,0.77,stop sign,5,0.69,person,3,0.71
2025-05-07 11:26:00,cat,1,0.53,,,,,,
2025-05-07 16:36:00,bus,2,0.67,,,,,,
2025-05-07 00:52:00,cat,3,0.57,motorcycle,3,0.61,car,2,0.96
2025-05-07 02:16:00,traffic light,5,0.88,person,5,0.55,,,
2025-05-07 22:39:00,traffic light,1,0.55,dog,1,0.82,cat,2,0.79
2025-05-07 09:49:00,traffic light,1,0.64,,,,,,
2025-05-07 16:19:00,stop sign,2,0.81,traffic light,2,0.93,person,4,0.88
