timestamp,label_1,count_1,avg_conf_1,label_2,count_2,avg_conf_2,label_3,count_3,avg_conf_3
2025-04-28 02:36:00,cat,2,0.8,traffic light,4,0.84,dog,4,0.88
2025-04-28 00:54:00,truck,4,0.71,,,,,,
2025-04-28 05:18:00,truck,2,0.9,cat,3,0.77,,,
2025-04-28 01:25:00,traffic light,3,0.55,,,,,,
2025-04-28 21:13:00,truck,3,0.56,bicycle,4,0.57,person,3,0.63
2025-04-28 16:33:00,cat,3,0.99,car,3,0.76,truck,3,0.99
2025-04-28 18:36:00,cat,1,0.61,,,,,,
2025-04-28 15:15:00,car,3,0.86,,,,,,
2025-04-28 16:41:00,stop sign,4,0.55,dog,2,0.88,motorcycle,3,0.64
2025-04-28 22:23:00,cat,4,0.8,motorcycle,3,0.65,,,
